Contig,Gene,site_pos,Species,Peak number,SNV position (genome),Gene product,GO annotation,Pathway,iLDS,Data type
NZ_GG703852,537011.5.peg.2735,53796,Prevotella_copri_61740,2,53796,tRNA dimethylallyltransferase (EC 2.5.1.75),GO:0052381|tRNA dimethylallyltransferase activity,00908|Zeatin biosynthesis,0.278877907,QP metagenomes
NZ_GG703852,537011.5.peg.2736,54253,Prevotella_copri_61740,2,54253,Transcription regulator [contains diacylglycerol kinase catalytic domain],GO:0004143|diacylglycerol kinase activity;GO:0007205|protein kinase C activation,,0.243769996,QP metagenomes
NZ_GG703852,537011.5.peg.2736,55030,Prevotella_copri_61740,2,55030,Transcription regulator [contains diacylglycerol kinase catalytic domain],GO:0004143|diacylglycerol kinase activity;GO:0007205|protein kinase C activation,,0.262729821,QP metagenomes
NZ_GG703852,537011.5.peg.2738,56112,Prevotella_copri_61740,2,56112,"Putative glycogen debranching enzyme, archaeal type, TIGR01561",,,0.174726526,QP metagenomes
NZ_GG703852,537011.5.peg.2737,55502,Prevotella_copri_61740,2,55502,"Transcriptional regulator, Crp/Fnr family",,,0.228482149,QP metagenomes
NZ_GG703852,537011.5.peg.2735,53565,Prevotella_copri_61740,2,53565,tRNA dimethylallyltransferase (EC 2.5.1.75),GO:0052381|tRNA dimethylallyltransferase activity,00908|Zeatin biosynthesis,0.226448439,QP metagenomes
NZ_GG703852,537011.5.peg.2738,56943,Prevotella_copri_61740,2,56943,"Putative glycogen debranching enzyme, archaeal type, TIGR01561",,,0.132163456,QP metagenomes
NZ_GG703852,537011.5.peg.2737,55756,Prevotella_copri_61740,2,55756,"Transcriptional regulator, Crp/Fnr family",,,0.215909782,QP metagenomes
NZ_GG703852,537011.5.peg.2992,364690,Prevotella_copri_61740,3,364690,DNA repair protein RecN,GO:0005524|ATP binding;GO:0005694|chromosome;GO:0051276|chromosome organization and biogenesis,,0.081761126,QP metagenomes
NZ_GG703852,537011.5.peg.2991,362574,Prevotella_copri_61740,3,362574,hypothetical protein,,,0.081743701,QP metagenomes
NZ_GG703852,537011.5.peg.3060,445779,Prevotella_copri_61740,4,445779,"L-serine dehydratase, beta subunit (EC 4.3.1.17) / L-serine dehydratase, alpha subunit (EC 4.3.1.17)",GO:0003941|L-serine ammonia-lyase activity,"00260|Glycine, serine and threonine metabolism;00270|Cysteine and methionine metabolism",0.165297404,QP metagenomes
NZ_GG703852,537011.5.peg.3066,451150,Prevotella_copri_61740,4,451150,"Peptidase M48, Ste24p",,,0.156194169,QP metagenomes
NZ_GG703852,537011.5.peg.3057,441952,Prevotella_copri_61740,4,441952,hypothetical protein,,,0.172404929,QP metagenomes
NZ_GG703852,537011.5.peg.3057,441736,Prevotella_copri_61740,4,441736,hypothetical protein,,,0.143965656,QP metagenomes
NZ_GG703852,537011.5.peg.3062,448179,Prevotella_copri_61740,4,448179,hypothetical protein,,,0.136093402,QP metagenomes
NZ_GG703852,537011.5.peg.3066,451164,Prevotella_copri_61740,4,451164,"Peptidase M48, Ste24p",,,0.152226369,QP metagenomes
NZ_GG703852,537011.5.peg.3052,438137,Prevotella_copri_61740,4,438137,Chorismate synthase (EC 4.2.3.5),GO:0004107|chorismate synthase activity,"00400|Phenylalanine, tyrosine and tryptophan biosynthesis",0.122470449,QP metagenomes
NZ_GG703852,537011.5.peg.3066,451283,Prevotella_copri_61740,4,451283,"Peptidase M48, Ste24p",,,0.127146037,QP metagenomes
NZ_GG703852,537011.5.peg.3063,449226,Prevotella_copri_61740,4,449226,UDP-N-acetylglucosamine 2-epimerase (EC 5.1.3.14),GO:0008761|UDP-N-acetylglucosamine 2-epimerase activity,00520|Amino sugar and nucleotide sugar metabolism,0.175987027,QP metagenomes
NZ_GG703852,537011.5.peg.3052,438082,Prevotella_copri_61740,4,438082,Chorismate synthase (EC 4.2.3.5),GO:0004107|chorismate synthase activity,"00400|Phenylalanine, tyrosine and tryptophan biosynthesis",0.148552335,QP metagenomes
NZ_GG703852,537011.5.peg.3063,448473,Prevotella_copri_61740,4,448473,UDP-N-acetylglucosamine 2-epimerase (EC 5.1.3.14),GO:0008761|UDP-N-acetylglucosamine 2-epimerase activity,00520|Amino sugar and nucleotide sugar metabolism,0.158692395,QP metagenomes
NZ_GG703852,537011.5.peg.3060,446225,Prevotella_copri_61740,4,446225,"L-serine dehydratase, beta subunit (EC 4.3.1.17) / L-serine dehydratase, alpha subunit (EC 4.3.1.17)",GO:0003941|L-serine ammonia-lyase activity,"00260|Glycine, serine and threonine metabolism;00270|Cysteine and methionine metabolism",0.148654476,QP metagenomes
NZ_GG703852,537011.5.peg.3059,444260,Prevotella_copri_61740,4,444260,Chaperone protein HtpG,GO:0005524|ATP binding;GO:0006457|protein folding;GO:0051082|unfolded protein binding,,0.148490664,QP metagenomes
NZ_GG703852,537011.5.peg.3059,443411,Prevotella_copri_61740,4,443411,Chaperone protein HtpG,GO:0005524|ATP binding;GO:0006457|protein folding;GO:0051082|unfolded protein binding,,0.149272911,QP metagenomes
NZ_GG703852,537011.5.peg.3057,441834,Prevotella_copri_61740,4,441834,hypothetical protein,,,0.17475205,QP metagenomes
NZ_GG703852,537011.5.peg.3066,451267,Prevotella_copri_61740,4,451267,"Peptidase M48, Ste24p",,,0.147168569,QP metagenomes
NZ_GG703852,537011.5.peg.3061,446707,Prevotella_copri_61740,4,446707,Peptidyl-prolyl cis-trans isomerase (EC 5.2.1.8),,,0.133334807,QP metagenomes
NZ_GG703852,537011.5.peg.3057,441817,Prevotella_copri_61740,4,441817,hypothetical protein,,,0.139815799,QP metagenomes
NZ_GG703852,537011.5.peg.3052,437961,Prevotella_copri_61740,4,437961,Chorismate synthase (EC 4.2.3.5),GO:0004107|chorismate synthase activity,"00400|Phenylalanine, tyrosine and tryptophan biosynthesis",0.165064326,QP metagenomes
NZ_GG703852,537011.5.peg.3066,451465,Prevotella_copri_61740,4,451465,"Peptidase M48, Ste24p",,,0.101311444,QP metagenomes
NZ_GG703852,537011.5.peg.3066,451346,Prevotella_copri_61740,4,451346,"Peptidase M48, Ste24p",,,0.108593931,QP metagenomes
NZ_GG703852,537011.5.peg.3056,441259,Prevotella_copri_61740,4,441259,Cytosol nonspecific dipeptidase (EC 3.4.13.18),,00330|Arginine and proline metabolism;00340|Histidine metabolism;00410|beta-Alanine metabolism,0.154944555,QP metagenomes
NZ_GG703852,537011.5.peg.3055,440000,Prevotella_copri_61740,4,440000,hypothetical protein,,,0.146192314,QP metagenomes
NZ_GG703852,537011.5.peg.3056,441085,Prevotella_copri_61740,4,441085,Cytosol nonspecific dipeptidase (EC 3.4.13.18),,00330|Arginine and proline metabolism;00340|Histidine metabolism;00410|beta-Alanine metabolism,0.148986795,QP metagenomes
NZ_GG703852,537011.5.peg.3061,446824,Prevotella_copri_61740,4,446824,Peptidyl-prolyl cis-trans isomerase (EC 5.2.1.8),,,0.129055976,QP metagenomes
NZ_GG703852,537011.5.peg.3059,444406,Prevotella_copri_61740,4,444406,Chaperone protein HtpG,GO:0005524|ATP binding;GO:0006457|protein folding;GO:0051082|unfolded protein binding,,0.159082724,QP metagenomes
NZ_GG703852,537011.5.peg.3163,569776,Prevotella_copri_61740,5,569776,Dihydrofolate synthase (EC 6.3.2.12) @ Folylpolyglutamate synthase (EC 6.3.2.17),GO:0008841|dihydrofolate synthase activity;GO:0004326|tetrahydrofolylpolyglutamate synthase activity,00790|Folate biosynthesis,0.1153973,QP metagenomes
NZ_GG703852,537011.5.peg.3151,556393,Prevotella_copri_61740,5,556393,hypothetical protein,,,0.194765682,QP metagenomes
NZ_GG703852,537011.5.peg.3142,545097,Prevotella_copri_61740,5,545097,"Uncharacterized membrane-anchored protein, YitT family",,,0.117100038,QP metagenomes
NZ_GG703852,537011.5.peg.3164,570673,Prevotella_copri_61740,5,570673,Aldose 1-epimerase (EC 5.1.3.3),GO:0004034|aldose 1-epimerase activity,00010|Glycolysis / Gluconeogenesis,0.091069304,QP metagenomes
NZ_GG703852,537011.5.peg.3152,557897,Prevotella_copri_61740,5,557897,"Glycosyl transferase, group 2 family",,,0.206165594,QP metagenomes
NZ_GG703852,537011.5.peg.3138,541370,Prevotella_copri_61740,5,541370,hypothetical protein,,,0.110417884,QP metagenomes
NZ_GG703852,537011.5.peg.3151,556679,Prevotella_copri_61740,5,556679,hypothetical protein,,,0.26403031,QP metagenomes
NZ_GG703852,537011.5.peg.3157,562573,Prevotella_copri_61740,5,562573,FenI,,,0.205457599,QP metagenomes
NZ_GG703852,537011.5.peg.3158,563692,Prevotella_copri_61740,5,563692,hypothetical protein,,,0.158292682,QP metagenomes
NZ_GG703852,537011.5.peg.3369,820366,Prevotella_copri_61740,6,820366,"ABC transporter, ATP-binding protein",,,0.080400345,QP metagenomes
NZ_GG703852,537011.5.peg.3369,820365,Prevotella_copri_61740,6,820365,"ABC transporter, ATP-binding protein",,,0.085085246,QP metagenomes
NZ_GG703852,537011.5.peg.3370,821200,Prevotella_copri_61740,6,821200,hypothetical protein,,,0.090629502,QP metagenomes
NZ_GG703853,537011.5.peg.3530,168954,Prevotella_copri_61740,7,1035727,1-deoxy-D-xylulose 5-phosphate synthase (EC 2.2.1.7),GO:0008661|1-deoxy-D-xylulose-5-phosphate synthase activity,00730|Thiamine metabolism;00900|Terpenoid backbone biosynthesis,0.100760734,QP metagenomes
NZ_GG703853,537011.5.peg.3530,169032,Prevotella_copri_61740,7,1035805,1-deoxy-D-xylulose 5-phosphate synthase (EC 2.2.1.7),GO:0008661|1-deoxy-D-xylulose-5-phosphate synthase activity,00730|Thiamine metabolism;00900|Terpenoid backbone biosynthesis,0.103080468,QP metagenomes
NZ_GG703853,537011.5.peg.3530,169152,Prevotella_copri_61740,7,1035925,1-deoxy-D-xylulose 5-phosphate synthase (EC 2.2.1.7),GO:0008661|1-deoxy-D-xylulose-5-phosphate synthase activity,00730|Thiamine metabolism;00900|Terpenoid backbone biosynthesis,0.081092189,QP metagenomes
NZ_GG703853,537011.5.peg.3530,169291,Prevotella_copri_61740,7,1036064,1-deoxy-D-xylulose 5-phosphate synthase (EC 2.2.1.7),GO:0008661|1-deoxy-D-xylulose-5-phosphate synthase activity,00730|Thiamine metabolism;00900|Terpenoid backbone biosynthesis,0.09155116,QP metagenomes
NZ_GG703853,537011.5.peg.3530,170004,Prevotella_copri_61740,7,1036777,1-deoxy-D-xylulose 5-phosphate synthase (EC 2.2.1.7),GO:0008661|1-deoxy-D-xylulose-5-phosphate synthase activity,00730|Thiamine metabolism;00900|Terpenoid backbone biosynthesis,0.099432652,QP metagenomes
NZ_GG703853,537011.5.peg.3530,170005,Prevotella_copri_61740,7,1036778,1-deoxy-D-xylulose 5-phosphate synthase (EC 2.2.1.7),GO:0008661|1-deoxy-D-xylulose-5-phosphate synthase activity,00730|Thiamine metabolism;00900|Terpenoid backbone biosynthesis,0.077349983,QP metagenomes
NZ_GG703853,537011.5.peg.3532,172018,Prevotella_copri_61740,7,1038791,Tartrate-resistant acid phosphatase type 5 precursor (EC 3.1.3.2),,"00627|1,4-Dichlorobenzene degradation;00740|Riboflavin metabolism",0.088532331,QP metagenomes
NZ_GG703853,537011.5.peg.3532,172031,Prevotella_copri_61740,7,1038804,Tartrate-resistant acid phosphatase type 5 precursor (EC 3.1.3.2),,"00627|1,4-Dichlorobenzene degradation;00740|Riboflavin metabolism",0.102697523,QP metagenomes
NZ_GG703853,537011.5.peg.3535,177249,Prevotella_copri_61740,7,1044022,GDP-L-fucose synthetase (EC 1.1.1.271),GO:0050577|GDP-L-fucose synthase activity,00051|Fructose and mannose metabolism;00520|Amino sugar and nucleotide sugar metabolism,0.112012403,QP metagenomes
NZ_GG703853,537011.5.peg.3537,179690,Prevotella_copri_61740,7,1046463,Beta-phosphoglucomutase (EC 5.4.2.6),GO:0008801|beta-phosphoglucomutase activity,00500|Starch and sucrose metabolism,0.098871211,QP metagenomes
NZ_GG703853,537011.5.peg.3537,180056,Prevotella_copri_61740,7,1046829,Beta-phosphoglucomutase (EC 5.4.2.6),GO:0008801|beta-phosphoglucomutase activity,00500|Starch and sucrose metabolism,0.092889759,QP metagenomes
NZ_GG703853,537011.5.peg.3539,181828,Prevotella_copri_61740,7,1048601,Glucose-6-phosphate isomerase (EC 5.3.1.9),GO:0004347|glucose-6-phosphate isomerase activity,00010|Glycolysis / Gluconeogenesis;00030|Pentose phosphate pathway;00500|Starch and sucrose metabolism;00520|Amino sugar and nucleotide sugar metabolism,0.097300116,QP metagenomes
NZ_GG703853,537011.5.peg.3540,182468,Prevotella_copri_61740,7,1049241,Glycerol-3-phosphate dehydrogenase [NAD(P)+] (EC 1.1.1.94),GO:0047952|glycerol-3-phosphate dehydrogenase [NAD(P)+] activity,00564|Glycerophospholipid metabolism,0.103379356,QP metagenomes
NZ_GG703853,537011.5.peg.3541,183121,Prevotella_copri_61740,7,1049894,Lysyl-tRNA synthetase (class II) (EC 6.1.1.6),GO:0004824|lysine-tRNA ligase activity,00970|Aminoacyl-tRNA biosynthesis,0.090889341,QP metagenomes
NZ_GG703853,537011.5.peg.3541,183259,Prevotella_copri_61740,7,1050032,Lysyl-tRNA synthetase (class II) (EC 6.1.1.6),GO:0004824|lysine-tRNA ligase activity,00970|Aminoacyl-tRNA biosynthesis,0.091874644,QP metagenomes
NZ_GG703853,537011.5.peg.3541,183279,Prevotella_copri_61740,7,1050052,Lysyl-tRNA synthetase (class II) (EC 6.1.1.6),GO:0004824|lysine-tRNA ligase activity,00970|Aminoacyl-tRNA biosynthesis,0.081105172,QP metagenomes
NZ_GG703853,537011.5.peg.3566,215784,Prevotella_copri_61740,8,1082557,DNA polymerase III subunits gamma and tau (EC 2.7.7.7),GO:0003887|DNA-directed DNA polymerase activity,00230|Purine metabolism;00240|Pyrimidine metabolism,0.093602438,QP metagenomes
NZ_GG703853,537011.5.peg.3566,215881,Prevotella_copri_61740,8,1082654,DNA polymerase III subunits gamma and tau (EC 2.7.7.7),GO:0003887|DNA-directed DNA polymerase activity,00230|Purine metabolism;00240|Pyrimidine metabolism,0.085131322,QP metagenomes
NZ_GG703853,537011.5.peg.3669,346974,Prevotella_copri_61740,9,1213747,Dihydroxy-acid dehydratase (EC 4.2.1.9),GO:0004160|dihydroxy-acid dehydratase activity,"00290|Valine, leucine and isoleucine biosynthesis;00770|Pantothenate and CoA biosynthesis",0.172424947,QP metagenomes
NZ_GG703853,537011.5.peg.3672,350227,Prevotella_copri_61740,9,1217000,Acyl-ACP thioesterase,,,0.109295164,QP metagenomes
NZ_GG703853,537011.5.peg.3664,338146,Prevotella_copri_61740,9,1204919,hypothetical protein,,,0.176458672,QP metagenomes
NZ_GG703853,537011.5.peg.3668,344764,Prevotella_copri_61740,9,1211537,hypothetical protein,,,0.166210499,QP metagenomes
NZ_GG703853,537011.5.peg.3669,346447,Prevotella_copri_61740,9,1213220,Dihydroxy-acid dehydratase (EC 4.2.1.9),GO:0004160|dihydroxy-acid dehydratase activity,"00290|Valine, leucine and isoleucine biosynthesis;00770|Pantothenate and CoA biosynthesis",0.13980021,QP metagenomes
NZ_GG703853,537011.5.peg.3664,337595,Prevotella_copri_61740,9,1204368,hypothetical protein,,,0.175276363,QP metagenomes
NZ_GG703853,537011.5.peg.3667,342038,Prevotella_copri_61740,9,1208811,alpha-L-arabinofuranosidase (EC 3.2.1.55),GO:0046556|alpha-L-arabinofuranosidase activity,00520|Amino sugar and nucleotide sugar metabolism,0.153155263,QP metagenomes
NZ_GG703853,537011.5.peg.3663,336687,Prevotella_copri_61740,9,1203460,NADH-dependent reduced ferredoxin:NADP+ oxidoreductase subunit B,,,0.190431938,QP metagenomes
NZ_GG703853,537011.5.peg.3664,338205,Prevotella_copri_61740,9,1204978,hypothetical protein,,,0.149112967,QP metagenomes
NZ_GG703853,537011.5.peg.3672,350106,Prevotella_copri_61740,9,1216879,Acyl-ACP thioesterase,,,0.111981901,QP metagenomes
NZ_GG703853,537011.5.peg.3668,344636,Prevotella_copri_61740,9,1211409,hypothetical protein,,,0.168553945,QP metagenomes
NZ_GG703853,537011.5.peg.3672,350356,Prevotella_copri_61740,9,1217129,Acyl-ACP thioesterase,,,0.111181589,QP metagenomes
NZ_GG703853,537011.5.peg.3672,350317,Prevotella_copri_61740,9,1217090,Acyl-ACP thioesterase,,,0.116983615,QP metagenomes
NZ_GG703853,537011.5.peg.3673,350960,Prevotella_copri_61740,9,1217733,Ketol-acid reductoisomerase (NAD(+)) (EC 1.1.1.382),,,0.084134424,QP metagenomes
NZ_GG703853,537011.5.peg.3668,343971,Prevotella_copri_61740,9,1210744,hypothetical protein,,,0.222016905,QP metagenomes
NZ_GG703853,537011.5.peg.3667,342056,Prevotella_copri_61740,9,1208829,alpha-L-arabinofuranosidase (EC 3.2.1.55),GO:0046556|alpha-L-arabinofuranosidase activity,00520|Amino sugar and nucleotide sugar metabolism,0.180858222,QP metagenomes
NZ_GG703853,537011.5.peg.3668,344501,Prevotella_copri_61740,9,1211274,hypothetical protein,,,0.180537562,QP metagenomes
NZ_GG703854,537011.5.peg.3883,122243,Prevotella_copri_61740,10,1482484,Cell division protein FtsI [Peptidoglycan synthetase] (EC 2.4.1.129),,00550|Peptidoglycan biosynthesis,0.204262992,QP metagenomes
NZ_GG703854,537011.5.peg.3875,111785,Prevotella_copri_61740,10,1472026,hypothetical protein,,,0.093439327,QP metagenomes
NZ_GG703854,537011.5.peg.3886,126856,Prevotella_copri_61740,10,1487097,UDP-N-acetylmuramoyl-L-alanine--D-glutamate ligase (EC 6.3.2.9),GO:0008764|UDP-N-acetylmuramoylalanine-D-glutamate ligase activity,00471|D-Glutamine and D-glutamate metabolism;00550|Peptidoglycan biosynthesis,0.150703985,QP metagenomes
NZ_GG703854,537011.5.peg.3883,122577,Prevotella_copri_61740,10,1482818,Cell division protein FtsI [Peptidoglycan synthetase] (EC 2.4.1.129),,00550|Peptidoglycan biosynthesis,0.198103921,QP metagenomes
NZ_GG703854,537011.5.peg.3887,127503,Prevotella_copri_61740,10,1487744,Peptidoglycan glycosyltransferase FtsW (EC 2.4.1.129),GO:0008955|peptidoglycan glycosyltransferase activity,00550|Peptidoglycan biosynthesis,0.148160215,QP metagenomes
NZ_GG703854,537011.5.peg.3881,119602,Prevotella_copri_61740,10,1479843,16S rRNA (cytosine(1402)-N(4))-methyltransferase (EC 2.1.1.199),,,0.145123382,QP metagenomes
NZ_GG703854,537011.5.peg.3887,127432,Prevotella_copri_61740,10,1487673,Peptidoglycan glycosyltransferase FtsW (EC 2.4.1.129),GO:0008955|peptidoglycan glycosyltransferase activity,00550|Peptidoglycan biosynthesis,0.147732355,QP metagenomes
NZ_GG703854,537011.5.peg.3887,127588,Prevotella_copri_61740,10,1487829,Peptidoglycan glycosyltransferase FtsW (EC 2.4.1.129),GO:0008955|peptidoglycan glycosyltransferase activity,00550|Peptidoglycan biosynthesis,0.172179618,QP metagenomes
NZ_GG703854,537011.5.peg.3876,113235,Prevotella_copri_61740,10,1473476,TPR domain protein,,,0.090962437,QP metagenomes
NZ_GG703854,537011.5.peg.3885,124275,Prevotella_copri_61740,10,1484516,Phospho-N-acetylmuramoyl-pentapeptide-transferase (EC 2.7.8.13),GO:0008963|phospho-N-acetylmuramoyl-pentapeptide-transferase activity,00550|Peptidoglycan biosynthesis,0.180563538,QP metagenomes
NZ_GG703854,537011.5.peg.3883,120956,Prevotella_copri_61740,10,1481197,Cell division protein FtsI [Peptidoglycan synthetase] (EC 2.4.1.129),,00550|Peptidoglycan biosynthesis,0.146675515,QP metagenomes
NZ_GG703854,537011.5.peg.3883,122510,Prevotella_copri_61740,10,1482751,Cell division protein FtsI [Peptidoglycan synthetase] (EC 2.4.1.129),,00550|Peptidoglycan biosynthesis,0.187420389,QP metagenomes
NZ_GG703854,537011.5.peg.4027,320200,Prevotella_copri_61740,11,1680441,beta-glucosidase (EC 3.2.1.21),GO:0008422|beta-glucosidase activity,00460|Cyanoamino acid metabolism;00500|Starch and sucrose metabolism;00940|Phenylpropanoid biosynthesis,0.082343042,QP metagenomes
NZ_GG703854,537011.5.peg.4027,320177,Prevotella_copri_61740,11,1680418,beta-glucosidase (EC 3.2.1.21),GO:0008422|beta-glucosidase activity,00460|Cyanoamino acid metabolism;00500|Starch and sucrose metabolism;00940|Phenylpropanoid biosynthesis,0.102051969,QP metagenomes
NZ_GG703854,537011.5.peg.4032,328969,Prevotella_copri_61740,11,1689210,hypothetical protein,,,0.1617313,QP metagenomes
